Id,highlighted,text,ru_trans,tags,prefix,suffix,highlighted_html,suffix_html,position_start,position_end,start_container,end_container,chapter,ch_num,lang,overlap,img_src,alt_text_eng,dog_sound
mqezyu5iEeyQLLO2EDRnaQ,регат,A series of boat races. A parallel of the ice-skating races seen in chapter 1. Boat motif.,"Цикл лодочных гонок. Прослеживается параллель с конькобежными гонками в главе 1. Изображено ниже: 

Мотив лодки.","['intratextuality', 'motif']",жденное реквизитом всевозможных,в сезон арбузов и моросящих оса,регат,в сезон арбузов и моросящих оса,2818,2823,/div[1]/main[1]/article[1]/p[1],/div[1]/main[1]/article[1]/p[1],02. Ловчая повесть,02,ru,none,['https://upload.wikimedia.org/wikipedia/commons/c/ca/Trophee_BPE_prologue_%2812%29.jpg'],[''],False
P8AvuNueEeygladEjFulpA,Декабря в четвертый четверг,December 24.,24 декабря.,['time'],"оследнее 
время нечем как есть. ",", читай в Канун, 
шел я из-за ре",Декабря в четвертый четверг,", читай в Канун, 
шел я из-за ре",2820,2847,/div[1]/main[1]/article[1]/p[1],/div[1]/main[1]/article[1]/p[1],01. ЗАИТИЛЫЦИНА,01,ru,none,[],[],False
XDOzgvDIEe2yuWvmgKH0Rw,"Декабря в четвертый четверг, читай в Канун","According to E. Iablokov, this period of the year is traditionally known as ""wolf season"" (волчий сезон) and the Slavic name for December is влченец (волк – wolf) (206). Animal motif.","Согласно Е. Яблокову, это время года известно в народе как ""волчий сезон"", а славянское название декабря – влченец (от слова ""волк"") (Iablokov 206). Мотив животных.","['time', 'motif']","оследнее 
время нечем как есть. ",", 
шел я из-за реки, выдвигаясь ","Декабря в четвертый четверг, читай в Канун",", 
шел я из-за реки, выдвигаясь ",2820,2862,/div[1]/main[1]/article[1]/p[1]/hypothesis-highlight[86],/div[1]/main[1]/article[1]/p[1]/hypothesis-highlight[87],01. ЗАИТИЛЫЦИНА,01,ru,full,[],[],False
esQ8Qv7XEeySgKdA5gIYtQ,медленно сидит,Semantic archaism (Zubova 153).,Семантический архаизм (Zubova 153).,['register/style'],"-Манша?
  
  Сэр Френч на стуле ",",
  А дроби номера — шестой да п",медленно сидит,",</li>
  ",2825,2839,/div[1]/main[1]/article[1]/ul[2]/li[44]/hypothesis-highlight[1],/div[1]/main[1]/article[1]/ul[2]/li[44]/hypothesis-highlight[1],03. Записки запойного охотника,03,ru,full,[],[],False
ByqoGk5GEe6ba-cXgKD2Sg,carton tubes,"The case of a bullet cartridge, which holds the gunpowder and other essential elements for firing.",,['explanatory'],"it; from inside
  Take out some ",",
  And also a few caps
  Invent",carton tubes,",</li>
  ",2830,2842,/div[1]/main[1]/article[1]/ul[2]/li[29],/div[1]/main[1]/article[1]/ul[2]/li[29],03. Notes of a Binging Hunter,03,en,none,['https://upload.wikimedia.org/wikipedia/commons/7/73/12%2C7_ShVAK_brass.jpg'],[''],False
qYisCttcEeyC3kuvUWHyyQ,"четвертый четверг, читай",Alliteration (chet/chit).,Аллитерация (чет/чит).,"['sound', 'stylistic device']",время нечем как есть. Декабря в ," в Канун, 
шел я из-за реки, выд","четвертый четверг, читай"," в Канун, 
шел я из-за реки, выд",2830,2854,/div[1]/main[1]/article[1]/p[1],/div[1]/main[1]/article[1]/p[1],01. ЗАИТИЛЫЦИНА,01,ru,none,[],[],True
2xjrQEyyEe6mJKd1OoouLw,"I became, unfortunately, damaged",Ilya is missing a leg. Various explanations for how this came to be will be reported throughout the novel.,,"['explanatory', 'intratextuality']",". It don’t matter, really, that ",", if by nature I am flintlike: I","I became, unfortunately, damaged",", if by nature I am flintlike: I",2851,2883,/div[1]/main[1]/article[1]/p[1],/div[1]/main[1]/article[1]/p[1],01. DISCORDS BEYOND THE ITIL,01,en,none,[],[],False
9u7X5O5iEeyc9tf9kELATg,сад,The watermelons link to the encoded сад (garden) in the precipitation here.,"Связь между арбузами и скрытым словом ""сад"" в слове ""осадки"".",['explanatory'],ат в сезон арбузов и моросящих о,"ков в виде кружочков и палочек, ",сад,"ков в виде кружочков и палочек, ",2853,2856,/div[1]/main[1]/article[1]/p[1],/div[1]/main[1]/article[1]/p[1],02. Ловчая повесть,02,ru,none,[],[],False
ogElmNudEeyaO8d8r7FZ6Q,Канун,The day before a holiday: Christmas Eve.,Предпраздничный день: Сочельник.,"['explanatory', 'time', 'religion']","ря в четвертый четверг, читай в ",", 
шел я из-за реки, выдвигаясь ",Канун,", 
шел я из-за реки, выдвигаясь ",2857,2862,/div[1]/main[1]/article[1]/p[1],/div[1]/main[1]/article[1]/p[1],01. ЗАИТИЛЫЦИНА,01,ru,none,[],[],False
C-jK-E5GEe6WLj9uuB4zpA,caps,Percussion caps (or primers) used in guns. See the following page for [a quick primer on percussion caps' functions](https://science.howstuffworks.com/flintlock5.htm).,,['explanatory']," carton tubes,
  And also a few ","
  Invented by the late Monsieur",caps,"</li>
  ",2861,2865,/div[1]/main[1]/article[1]/ul[2]/li[30],/div[1]/main[1]/article[1]/ul[2]/li[30],03. Notes of a Binging Hunter,03,en,none,['https://upload.wikimedia.org/wikipedia/commons/0/03/Pistol_and_shotgun_primers.jpg'],[''],False
4t4emu5iEeyeXGNYwzDFKQ,кружочков и палочек,A description of the letters that make up the text: circles and lines.,"Описание букв, составляющих текст.","['language', 'self-reference']",узов и моросящих осадков в виде,", и матросачитателя, что по капр",кружочков и палочек,", и матросачитателя, что по капр",2867,2886,/div[1]/main[1]/article[1]/p[1],/div[1]/main[1]/article[1]/p[1],02. Ловчая повесть,02,ru,none,[],[],False
vcxTJMluEeyICz-4NRflMw,из-за реки,Movement across the river Itil'/Lethe and the movement from the other side on the night before Christmas suggests the expectation of a new life.,Переправа через реку Итиль/Лету и обратно в ночь перед Рождеством предполагает ожидание новой жизни.,"['location', 'setting', 'theme']"," четверг, читай в Канун, 
шел я ",", выдвигаясь от некоторого вряд ",из-за реки,", выдвигаясь от некоторого вряд ",2871,2881,/div[1]/main[1]/article[1]/p[1],/div[1]/main[1]/article[1]/p[1],01. ЗАИТИЛЫЦИНА,01,ru,none,[],[],False
-iV8OkP1Ee60fwNxuNf8Nw,"Но потому, что ствол — калибр двадцатый,
  
    Калибр патронов тоже двадцать два.","Sokolov explains this passage as follows: ""While loading cartridges, the Binging Hunter drinks and gets drunker and drunker, so he starts to think illogically and confuses calibers. He has a 20-caliber smoothbore shotgun, but it seems to him that the cartridges he is loading are 22-caliber. However, he does not see any contradiction in this, on the contrary: it seems to him that everything is in order, that twenty and twenty-two are the same, that such cartridges will fit the shotgun. This logic becomes especially paradoxical when one considers that 22-caliber cartridges are suitable only for rifle shooting, in other words, it is a purely rifled caliber"" (personal communication, August 25, 2023).","Соколов объясняет: ""Снаряжая патроны, Запойный пьет и пьянеет все больше, поэтому начинает мыслить нелогично и путает калибры. У него гладкоствольное ружье двадцатого калибра, но ему кажется, что снаряжаемые патроны -  двадцать второго калибра. Он, однако, не усматривает в этом противоречия, наоборот: ему кажется, что все в порядке, что двадцать и двадцать два - одно и то же, что такие патроны подойдут к ружью. Эта логика становится особенно парадоксальной, если учесть, что патроны двадцать второго калибра подходят только для стрельбы из винтовки, иначе говоря, это чисто нарезной калибр"" (личная переписка, 25 августа 2023).",['explanatory'],"оби номера — шестой да пятый,
  ","
  
  И дымен порох мой, как дед","Но потому, что ствол — калибр двадцатый,</li>
  <li>
    <p>Калибр патронов тоже двадцать два.","</p>
  </li>
  <li>И дымен порох",2879,2961,/div[1]/main[1]/article[1]/ul[2]/li[46],/div[1]/main[1]/article[1]/ul[2]/li[47]/p[1],03. Записки запойного охотника,03,ru,none,[],[],False
GXUDdFMWEe6xBNMrtp0ZnQ,having fun,"To have fun is used here to translate the verb ""gulyat',"" literally to have a walk. The frequent use of the verb ""guliat'"" is linked to the fact that, in chapter 10, Orina will be defined as ""guliaschaya,"" the one who walks around (R220/E124).",,"['language', 'intratextuality']",ss. In the barracks people were,". Ah, how my head is spinning, 
",having fun,". Ah, how my head is spinning, 
",2885,2895,/div[1]/main[1]/article[1]/p[1],/div[1]/main[1]/article[1]/p[1],02. The Trapper's Tale,02,en,none,[],[],False
FLf0mu5jEeygn4cfiH78Ew,матросачитателя,"The sailor-reader reading the text, making their way across the many unexpected letters spread out before them in Sokolov's novel.","Читающий текст матрос-читатель плывет сквозь море малопонятных, неожиданных букв в романах Соколова",['self-reference'],"в в виде кружочков и палочек, и ",", что по капризу художника пусть",матросачитателя,", что по капризу художника пусть",2890,2905,/div[1]/main[1]/article[1]/p[1],/div[1]/main[1]/article[1]/p[1],02. Ловчая повесть,02,ru,none,[],[],False
h86OtFMUEe6Y_6PNPZRmrQ,"Ah, how my head is spinning","A borrowing from the popular 1956 song ""Three Waltzes."" Read the lyrics [here](https://en.muztext.com/lyrics/klavdiya-shulzhenko-tri-valsa). Listen to a recording [here](https://www.youtube.com/watch?v=bUfGVEqnm9M).",,"['music', 'intertextuality']",arracks people were having fun.,", 
sang in rooms a reprehensibly","Ah, how my head is spinning",", 
sang in rooms a reprehensibly",2897,2924,/div[1]/main[1]/article[1]/p[1],/div[1]/main[1]/article[1]/p[1],02. The Trapper's Tale,02,en,none,[],[],False
GrLP1E5GEe688ce77vP7Hg,Gévelot,"A device designed to ignite the powder charge in hunting cartridges. From the French, Gevelot.",,"['foreign', 'explanatory']",Invented by the late Monsieur,".
  And in these carton tubes
  ",Gévelot,".</li>
  ",2898,2905,/div[1]/main[1]/article[1]/ul[2]/li[31],/div[1]/main[1]/article[1]/ul[2]/li[31],03. Notes of a Binging Hunter,03,en,none,[],[],False
4_3AHkyyEe6En2_ulAvRbw,flintlike,"That is, immobile because of his disability.",,['explanatory'],"ely, damaged, if by nature I am ",: I fell in love with glidin and,flintlike,: I fell in love with glidin and,2903,2912,/div[1]/main[1]/article[1]/p[1],/div[1]/main[1]/article[1]/p[1],01. DISCORDS BEYOND THE ITIL,01,en,none,[],[],False
MMwWIk5GEe6QU09IvVLVJQ,carton tubes,"The case of a bullet cartridge, which holds the gunpowder and other essential elements for firing.",,['explanatory'],"onsieur Gévelot.
  And in these ","
  Thrust these Gévelot caps
  A",carton tubes,"</li>
  ",2922,2934,/div[1]/main[1]/article[1]/ul[2]/li[32],/div[1]/main[1]/article[1]/ul[2]/li[32],03. Notes of a Binging Hunter,03,en,none,['https://upload.wikimedia.org/wikipedia/commons/7/73/12%2C7_ShVAK_brass.jpg'],[''],False
lJTGetueEey98IstaxgCTA,погребальщика,Gury (see below).,Гурий (см. ниже).,['character'],"которого вряд ли Вам знакомого 
",". Провожали одного одинокого, от",погребальщика,". Провожали одного одинокого, от",2931,2944,/div[1]/main[1]/article[1]/p[1],/div[1]/main[1]/article[1]/p[1],01. ЗАИТИЛЫЦИНА,01,ru,none,[],[],False
6F-LOEyyEe6WUheNXUXnOQ,glidin,Ice skating.,,['explanatory'],flintlike: I fell in love with," and 
can’t be held back, just a",glidin," and 
can’t be held back, just a",2934,2940,/div[1]/main[1]/article[1]/p[1],/div[1]/main[1]/article[1]/p[1],01. DISCORDS BEYOND THE ITIL,01,en,none,[],[],False
Q-TbLtufEeyrdOe21mlSCg,Провожали,"To see off (i.e., to bury).","В смысле ""хоронить"".",['phraseologism'],"и Вам знакомого 
погребальщика. "," одного одинокого, отбросившего ",Провожали," одного одинокого, отбросившего ",2946,2955,/div[1]/main[1]/article[1]/p[1]/hypothesis-highlight[81],/div[1]/main[1]/article[1]/p[1]/hypothesis-highlight[81],01. ЗАИТИЛЫЦИНА,01,ru,full,[],[],False
OsaZwk5GEe6yYAssZIsDdQ,Gévelot,"A device designed to ignite the powder charge in hunting cartridges. From the French, Gevelot.",,"['explanatory', 'foreign']","ese carton tubes
  Thrust these "," caps
  And sprinkle powder ther",Gévelot," caps</li>
  ",2950,2957,/div[1]/main[1]/article[1]/ul[2]/li[33],/div[1]/main[1]/article[1]/ul[2]/li[33],03. Notes of a Binging Hunter,03,en,none,[],[],False
B_3d1tufEey1LdvTsPso-A,одного одинокого,A continuation of the individual/collective theme.,Продолжение темы индивида/коллектива.,['theme'],"омого 
погребальщика. Провожали ",", отбросившего коньки через собс",одного одинокого,", отбросившего коньки через собс",2956,2972,/div[1]/main[1]/article[1]/p[1],/div[1]/main[1]/article[1]/p[1],01. ЗАИТИЛЫЦИНА,01,ru,none,[],[],False
CWtWcttdEeyGNE9QiXVIjg,одного одинокого,Figura etymologica.,Этимологическая фигура речи.,"['stylistic device', 'sound']","омого 
погребальщика. Провожали ",", отбросившего коньки через собс",одного одинокого,", отбросившего коньки через собс",2956,2972,/div[1]/main[1]/article[1]/p[1],/div[1]/main[1]/article[1]/p[1],01. ЗАИТИЛЫЦИНА,01,ru,none,[],[],True
QJAkkE5GEe6502_g8q3WRg,caps,Percussion caps (or primers) used in guns. See the following page for [a quick primer on percussion caps' functions](https://science.howstuffworks.com/flintlock5.htm).,,['explanatory'],"on tubes
  Thrust these Gévelot ","
  And sprinkle powder there.
  ",caps,"</li>
  ",2958,2962,/div[1]/main[1]/article[1]/ul[2]/li[33],/div[1]/main[1]/article[1]/ul[2]/li[33],03. Notes of a Binging Hunter,03,en,none,['https://upload.wikimedia.org/wikipedia/commons/0/03/Pistol_and_shotgun_primers.jpg'],[''],False
35K3GlMUEe62TDcXUb1vkA,chansonnette,"A diminutive form of the French word for song (la chanson) or a Russian song of various types include romances, sing-songwriter pieces, or criminal/prison songs. Boguslawski adds that ""here it is used as a synonym for a female singer"" (""Annotations"" 235).",,"['music', 'Russia', 'foreign']",ms a reprehensibly empty-headed,", 
and her round photos, glued t",chansonnette,", 
and her round photos, glued t",2970,2982,/div[1]/main[1]/article[1]/p[1],/div[1]/main[1]/article[1]/p[1],02. The Trapper's Tale,02,en,none,[],[],False
O8nnAO5jEeyuJ9cE6RUyXQ,бушлата,A pea jacket or sailor jacket. Worn by the sailor who visits Orina in chapter 10 (R220/E123) and by the sailor Albatrasov (R253/E183). Clothing motif.,"Пальто на тёплой подкладке с отложным воротником форменная тёплая рабочая одежда у моряков. Одежда матроса, который приходит к Орине в главе 10 (R220/E123). Мотив одежды.","['intratextuality', 'motif']","дит, поставив торчком 
воротник ",", на каменистом откосе дамбы, ку",бушлата,", на каменистом откосе дамбы, ку",2972,2979,/div[1]/main[1]/article[1]/p[1],/div[1]/main[1]/article[1]/p[1],02. Ловчая повесть,02,ru,none,['https://upload.wikimedia.org/wikipedia/commons/2/22/US_Navy_p_coat_wiki.jpg'],[''],False
eh5VdrzIEeyfAw9EvFfcOQ,отбросившего коньки,"Set expression: to die (literally, to kick off one's skates). Here the phraseologism gets concrete and real (Gury kicked off his skates indeed). ",Умер (устойчивое выражение). Этот фразеологизм воплощается в жизнь (Гурий действительно отбросил свои коньки).,"['explanatory', 'phraseologism']","ка. Провожали одного одинокого, ",через собственный горделивый аз,отбросившего коньки,через собственный горделивый аз,2974,2993,/div[1]/main[1]/article[1]/p[1],/div[1]/main[1]/article[1]/p[1],01. ЗАИТИЛЫЦИНА,01,ru,none,[],[],False
P5JZvABgEe2XNDPHizQ9dw,дедушкин табак,Дедушкин табак (grandfather's tobacco) is another name for the lycoperdon genus of mostly edible puffball mushrooms. The scientific name is derived The scientific name is derived from the Greek *lycos* meaning wolf and *perdon* meaning to fart. Read more [here](https://www.thetimes.co.uk/article/a-puff-of-wolf-flatulence-9mt7wmp3n).. See Note 1 above (R164/E27).,"Дедушкин табак — альтернативное название преимущественно съедобного гриба дождевик, который напоминает шар с шипами. Научное название гриба происходит от греческого ""lycos"", то есть ""волк*, и ""perdon"", то есть ""пуканье"". Прочитать больше можно [здесь](https://www.thetimes.co.uk/article/a-puff-of-wolf-flatulence-9mt7wmp3n) (статья на английском) или [здесь](https://ria.ru/20220523/dozhdevik-1790157119.html?ysclid=la3dvo9o2k862304870) (статья на русском). См. Записка I выше (R164/E27).",['intratextuality'],"ва.
  
  И дымен порох мой, как ",",
  Зарницы старости чело мне из",дедушкин табак,",</li>
  ",2990,3004,/div[1]/main[1]/article[1]/ul[2]/li[48],/div[1]/main[1]/article[1]/ul[2]/li[48],03. Записки запойного охотника,03,ru,none,['https://upload.wikimedia.org/wikipedia/commons/3/35/Single_lycoperdon_perlatum.jpg'],[''],False
TdBrhPvVEeyXBA_CASlOJA,Зарницы,Lightning flashes. Mentioned in chapter 2 in connection to other body parts (R160/Е20).,Вспышки молнии. Упоминаются в главе 2 в связи с другими частями тела (R160/Е20).,['intratextuality'],"орох мой, как дедушкин табак,
  "," старости чело мне изумили,
  И ",Зарницы," старости чело мне изумили,</li>",3008,3015,/div[1]/main[1]/article[1]/ul[2]/li[49]/hypothesis-highlight[1],/div[1]/main[1]/article[1]/ul[2]/li[49]/hypothesis-highlight[1],03. Записки запойного охотника,03,ru,full,[],[],False
YskVuu5jEeyhCtti2-eSIw,курит трубку,An echo of Maria's blowing on the shepherd's horn at the beginning of the chapter.,"Отсылка к пастушьему рожку Марии, упоминающимся в начале главы.",['intratextuality'],"та, на каменистом откосе дамбы, ",и читает синюю книжку — про мор,курит трубку,и читает синюю книжку — про мор,3009,3021,/div[1]/main[1]/article[1]/p[1],/div[1]/main[1]/article[1]/p[1],02. Ловчая повесть,02,ru,none,[],[],False
_1kZgEyyEe6DhiPV8vEpyQ,ding,This word/sound recalls the sound of knife-grinding.,,['sound play'],"re’s somethin to push off 
with—"," once, Mister Pozhilykh, dong on",ding," once, Mister Pozhilykh, dong on",3017,3021,/div[1]/main[1]/article[1]/p[1],/div[1]/main[1]/article[1]/p[1],01. DISCORDS BEYOND THE ITIL,01,en,none,[],[],False
MUqeSGAwEe23FqMVFFpICw,синюю книжку,"This color is used several times in the novel in relation to the sky and atmosphere around the Itil (cf. R154, 157, 159, 196–197, 199, 222, 249, 277).","Этот цвет неоднократно используется в романе для описания неба и окружающей Итиль атмосферы (см. R154, 157, 159, 196–197, 199, 222, 249, 277).","['intratextuality', 'symbol']","се дамбы, курит трубку и читает ",— про море. Пейте и закусывайте,синюю книжку,— про море. Пейте и закусывайте,3031,3043,/div[1]/main[1]/article[1]/p[1],/div[1]/main[1]/article[1]/p[1],02. Ловчая повесть,02,ru,none,[],[],False
vL4u-EwrEe6N5P9I89TYag,Pozhilykh,"An unusual surname that does not permit standard declination. It literally means Elderly. Ostanin suggests a connection to Boris Pasternak's novel *Doctor Zhivago* by means of the root ""zhiv"" (to live) (10). Read the original [here](http://www.vehi.net/pasternak/). Likewise, he notes that Alexander Pushkin considered including a story entitled ""Notes of an Elderly Person"" in his cycle of short stories, *The Tales of Belkin*. Read the original [here](https://ilibrary.ru/text/89/index.html) and an English translation [here](https://www.gutenberg.org/cache/epub/55219/pg55219-images.html). As Martina Napolitano observes, “Pozhilykh, Ilya’s addressee, is once ‘transfigured’ into an alleged Resurrection painting whose title plays on the ambiguity of his last name – *Voskresenie Pozhilykh*, *The Resurrection of the Elderly*. Ilya indeed concludes his letter wishing Pozhilykh “a happy resurrection”: this is his final message, his “good news.” It literally is his Gospel, from the Greek εὐαγγέλιον (*good news*);  in the original, Ilya here distorts the canonical *blagaia vest’* in ‘blagoe izvestie’” (“Studyin” 286).",,"['character', 'intertextuality', 'structure', 'religion']","ush off 
with—ding once, Mister ",", dong once, keep swayin, 
keep ",Pozhilykh,", dong once, keep swayin, 
keep ",3035,3044,/div[1]/main[1]/article[1]/p[1],/div[1]/main[1]/article[1]/p[1],01. DISCORDS BEYOND THE ITIL,01,en,none,[],[],False
93OIyrzIEeyWR4sQY7IMjQ,"Мыло — можно 
сказать — мукомолове","Mylomukomolovo, a tongue-twister (non-existent) toponym, that will appear in other chapters also with a slight different name: Milokurekemovo and Malokulelemovo. The paronomastic stress on the words mukà/mùka (flour and pain, according to the accent) will be repeated many times in the novel, underlining the closeness of the two concepts. See R218/E119.","Несуществующий, сложновыговариваемый топоним. Встречается в других главах с небольшими вариациями: Милокурелемово и Малокулелемово (R209/E103). Звукосочетание ""муко"" неоднократно встречается в романе. Его частое повторение подчеркивает близость (парономазию) слов ""му́ка"" (страдание) и ""мукá"" (хлебопекарная).","['location', 'neologism', 'intratextuality', 'symbol']",нный горделивый азарт. Жил он в ,", но на отшибе, в ужовниках с пр","Мыло — можно 
сказать — мукомолове",", но на отшибе, в ужовниках с пр",3039,3073,/div[1]/main[1]/article[1]/p[1],/div[1]/main[1]/article[1]/p[1],01. ЗАИТИЛЫЦИНА,01,ru,none,[],[],False
ZpRD_McnEe2G4zdZAVLQhw,ходики,"Wall clock, which is here personified (it ""imagines"").","Настенные часы, которым здесь присваиваются одушевленные качества (они ""соображают"").","['explanatory', 'poetic device']"," старости чело мне изумили,
  И "," идут, соображая, что,
  
    Со",ходики," идут, соображая, что,</li>
  ",3047,3053,/div[1]/main[1]/article[1]/ul[2]/li[50],/div[1]/main[1]/article[1]/ul[2]/li[50],03. Записки запойного охотника,03,ru,none,[],[],False
CzNgrlMVEe6lGCfWPg5WHA,gramophone figs,"Boguslawski proposes that the gramaphone's holding pin is compared to the hand gesture of ""giving the fig.""",,['explanatory'],"records, spun around, stuck 
on ",. To draw from memory the bottom,gramophone figs,. To draw from memory the bottom,3052,3067,/div[1]/main[1]/article[1]/p[1],/div[1]/main[1]/article[1]/p[1],02. The Trapper's Tale,02,en,none,['https://upload.wikimedia.org/wikipedia/commons/e/e4/Gesture_fist_with_thumb_through_fingers.jpg'],[''],False
3s5xTrbiEe2iwj95qi5MfQ,"Пейте и закусывайте. И сама пила 
и закусывала. Звали Марией. Машинист пил",Alcohol theme.,Тема алкоголя.,['theme'],читает синюю книжку — про море.,", закусывал, звал Мариной и пере","Пейте и закусывайте. И сама пила 
и закусывала. Звали Марией. Машинист пил",", закусывал, звал Мариной и пере",3056,3130,/div[1]/main[1]/article[1]/p[1],/div[1]/main[1]/article[1]/p[1],02. Ловчая повесть,02,ru,none,[],[],False
jt3b3EudEfChRgsLnvpP5Q,"Пейте и закусывайте. И сама пила 
и закусывала. Звали Марией. Машинист пил, закусывал, звал Мариной и пережевывал то же самое — дорожное, железное, скучное, 
переливая из Орехова в Зуево. Постоянно летели подшипники, горели буксы, сообщались показания манометра, и перед каждым мостом, перед каждым тоннелем неукоснительно захлопывалось поддувало и открывался сифон","Alesya Atroshchenko suggests that passages such as this one are typical of Sokolov's ""ornamentalist"" style: ""Rhythmics and sound painting combine the images of a train driver, railway, and movement into a single semantic complex, creating a syncretic artistic world. At the same time, Sasha Sokolov's characteristic restructuring of the phraseology [...] testifies to the extreme philological quality of the text and, accordingly, to the literary world of the novel"" (302).",,['language'],читает синюю книжку — про море.,. Рисовать пассажирскую станцию:,"Пейте и закусывайте. И сама пила 
и закусывала. Звали Марией. Машинист пил, закусывал, звал Мариной и пережевывал то же самое — дорожное, железное, скучное, 
переливая из Орехова в Зуево. Постоянно летели подшипники, горели буксы, сообщались показания манометра, и перед каждым мостом, перед каждым тоннелем неукоснительно захлопывалось поддувало и открывался сифон",. Рисовать пассажирскую станцию:,3056,3421,/div[1]/main[1]/article[1]/p[1]/hypothesis-highlight[72],/div[1]/main[1]/article[1]/p[1]/hypothesis-highlight[81],02. Ловчая повесть,02,ru,full,[],[],False
clsjZP-eEeyTHm_uZBtDoQ,"соображая, что,
  
    Соображая то, соображая что-то",Rhythm through repetition.,Ритм образуется через повтор.,['rhythm'],"о мне изумили,
  И ходики идут, ",".
  
  Бобылка спит, наевшись ки","соображая, что,</li>
  <li>
    <p>Соображая то, соображая что-то",".</p>
  </li>
  <li>Бобылка спит",3060,3113,/div[1]/main[1]/article[1]/ul[2]/li[50],/div[1]/main[1]/article[1]/ul[2]/li[51]/p[1],03. Записки запойного охотника,03,ru,none,[],[],True
FL9IhlMVEe6pFi9GRT9g3g,To draw,"Much in the chapters devoted to Yakov, his life, and his thoughts consists of ekphrasis—the literary device of describing in words a visual work of art—and other combinations of different genres and media. Here, for instance, the reader is asked to imagine the events of the chapter coming to life as if being painted before their eyes.",,['structure'],"und, stuck 
on gramophone figs. "," from memory the bottom of the 
",To draw," from memory the bottom of the 
",3069,3076,/div[1]/main[1]/article[1]/p[1],/div[1]/main[1]/article[1]/p[1],02. The Trapper's Tale,02,en,none,[],[],False
cPtbmk5GEe651RuqYZA-Iw,boots,"D.B. Johnson has identified more than twenty different types of shoes across Sokolov’s three novels: “*bashmaki, botforty, boty, botinki (polubotinki), cheboty, chizmy, chubury, galoshi (kaloshi), gety, ichigi, kedy, klogi, lapti, mokrostupy, obuvi (obuvki), sapogi, sandalii, tapochki (polutapochki), shlepantsy, shtiblety, tapti, tufli, valenki*. The list may easily be extended with appurtenances such as socks, stockings, footcloths, gaiters, skates, crutches, and artificial legs” (“The Galoshes Manifesto” 156). Regarding *Between Dog and Wolf*, he notes that Ilya’s last name immediately evokes Cinderella’s vair slippers. Johnson observes that “the footwear motif is Sokolov’s tribute, both conscious and unconscious, to the tradition in Russian literature represented by his predecessors – Ivan Bunin and Valentin Kataev” (179). In an interview with A. and N. Voronel', Sokolov calls Bunin, along with Gogol, his ""contemporaries, collaborators along a chain, older masters"" (Voroneli, ""Ia khochu"" 184). Shoe motif.",,"['motif', 'intertextuality', 'intratextuality']","into small lots,
  Or worn felt ",", or flannel pajamas,
  Insert a",boots,", or flannel pajamas,</li>
  ",3071,3076,/div[1]/main[1]/article[1]/ul[2]/li[37],/div[1]/main[1]/article[1]/ul[2]/li[37],03. Notes of a Binging Hunter,03,en,none,[],[],False
G1vmikyzEe6Ogs-E9oY3YQ,"keep mutterin under the shaft bow even as far as the Valday 
harbor","Ostanin notes references to Mikhail Glinka's ""Dream of a Russian in a Foreign Land"" (1825), Fyodor Dostoevsky's *Notes of a Writer* (1877), and Andrei Bely's ""First Meeting"" (1921) (Ostanin, 13).",,"['intertextuality', 'music']","ilykh, dong once, keep swayin, 
","—castin of bells, bakin of pretz","keep mutterin under the shaft bow even as far as the Valday 
harbor","—castin of bells, bakin of pretz",3071,3138,/div[1]/main[1]/article[1]/p[1],/div[1]/main[1]/article[1]/p[1],01. DISCORDS BEYOND THE ITIL,01,en,none,[],[],False
FNP6MLzJEeyNHGO6dLeXKA,на отшибе,"Colloquial: on the outskirts, in the periphery. ",Разговорное: на окраине.,['register/style'],"можно 
сказать — мукомолове, но ",", в ужовниках с примесью ветляка",на отшибе,", в ужовниках с примесью ветляка",3078,3087,/div[1]/main[1]/article[1]/p[1],/div[1]/main[1]/article[1]/p[1],01. ЗАИТИЛЫЦИНА,01,ru,none,[],[],False
VzLElk5GEe6-HEfjRXSDug,flannel pajamas,Clothing motif.,,['motif']," lots,
  Or worn felt boots, or ",",
  Insert a plug; follow with s",flannel pajamas,",</li>
  ",3081,3096,/div[1]/main[1]/article[1]/ul[2]/li[37],/div[1]/main[1]/article[1]/ul[2]/li[37],03. Notes of a Binging Hunter,03,en,none,[],[],False
4v-NjDqrEe6vTnd1vxHTvA,ужовниках,"Adder's-tongue, an ancient, primordial group of ferns. Plant motif.","Ophioglossāceae, древняя примитивная группа растений. Изображено ниже: ![](https://upload.wikimedia.org/wikipedia/commons/c/ca/Ophioglossum_closeup.jpg) Мотив растений.",['motif'],"ь — мукомолове, но на отшибе, в "," с примесью ветляка, был охотник",ужовниках," с примесью ветляка, был охотник",3091,3100,/div[1]/main[1]/article[1]/p[1],/div[1]/main[1]/article[1]/p[1],01. ЗАИТИЛЫЦИНА,01,ru,none,['https://upload.wikimedia.org/wikipedia/commons/c/ca/Ophioglossum_closeup.jpg'],[''],False
ozShek5GEe6wLdceoREquw,plug,A device used to limit the number of cartridges that a gun can hold.,,['explanatory']," or flannel pajamas,
  Insert a ","; follow with some shot;
  
    ",plug,"; follow with some shot;</li>
  ",3109,3113,/div[1]/main[1]/article[1]/ul[2]/li[38],/div[1]/main[1]/article[1]/ul[2]/li[38],03. Notes of a Binging Hunter,03,en,none,[],[],False
